1,10101,1,4,2,5,5,5,5,3,2,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,5
1,10103,4,3,4,5,2,5,5,5,1,5,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,5
1,10105,5,2,2,5,3,4,5,5,2,1,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,5
1,10109,2,4,4,4,4,4,4,4,1,4,4,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,4
1,10118,2,5,3,4,5,5,2,2,4,5,5,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,2,4
1,10201,5,5,4,4,5,5,5,5,1,5,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,5
1,10202,3,4,3,3,5,3,5,4,1,5,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,5,3
1,10203,3,5,1,5,5,5,5,5,1,3,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,3
1,10204,3,4,1,5,5,5,5,4,3,3,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,3,5
1,10205,1,5,5,4,5,1,5,5,1,1,1,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,5,2
1,10206,5,3,3,3,4,3,4,4,5,3,1,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,1,3
1,10207,4,3,4,4,5,5,3,3,3,3,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,5
1,10208,5,5,3,4,3,4,2,1,4,4,2,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,2,2
1,10209,3,3,1,5,4,4,1,2,1,1,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,3
1,10210,4,4,5,3,5,5,5,5,5,5,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,3
1,10211,4,2,2,5,5,4,4,4,2,4,3,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,2
1,10212,3,5,2,3,5,5,4,3,1,2,2,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,5,5
1,10213,2,5,3,5,4,4,4,5,5,3,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,1,3
1,10215,4,3,4,3,4,3,1,2,1,5,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,5
1,10216,4,4,1,3,5,4,4,3,4,3,5,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,2,4
1,10217,5,5,5,5,5,5,5,5,1,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,5,5
1,10219,5,2,2,5,5,4,4,4,2,4,2,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,2
1,10301,4,4,5,5,5,5,1,1,1,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,5,5
1,10302,5,5,5,5,5,5,4,5,4,5,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,5
1,10303,5,4,1,5,5,5,5,4,1,4,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10304,4,4,1,3,2,5,5,5,1,3,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10305,2,5,1,3,5,5,5,5,1,3,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10306,1,4,1,5,5,5,5,4,1,5,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10308,1,5,1,5,5,5,4,4,1,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10310,3,2,1,1,4,4,1,2,4,1,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,2,3
1,10311,4,4,1,5,5,5,5,5,1,3,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10313,2,5,1,5,5,3,5,5,1,3,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10314,4,5,1,5,5,5,5,5,1,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10315,5,5,1,5,5,5,5,5,1,4,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10316,1,3,1,5,5,5,1,1,5,1,5,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,1,3
1,10317,4,3,2,5,4,5,2,2,2,5,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,4
1,10318,3,4,1,3,3,4,5,3,4,3,2,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,2,1
1,10319,3,4,1,3,4,5,3,4,1,2,4,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,4
1,10320,3,4,4,3,5,5,2,2,3,5,3,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,4
1,10321,4,5,9999,5,5,5,3,3,1,4,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5
1,10322,4,5,3,3,5,5,5,5,5,3,4,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,1,5
1,10323,4,5,1,3,9999,9999,5,4,1,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,4
1,10325,3,4,5,3,3,3,4,3,3,5,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,3,5
1,10326,5,4,1,3,5,4,5,5,1,4,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5
1,10401,5,5,4,5,5,5,3,5,2,5,5,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,4,5
